id_1,id_2
975,3081
975,1483
979,2121
982,3717
983,2307
983,3643
983,3577
983,1547
990,1534
996,1537
1000,2352
1000,3153
1000,2778
1000,94
1001,1501
1002,2273
1002,2221
1004,3281
1004,1526
1005,2504
1009,3249
1014,19
1016,3637
1016,1003
1021,1708
1021,1481
1024,1998
1030,1586
1030,1767
1030,2912
1030,2774
1030,538
1030,2859
1030,1519
1030,2349
1030,3351
1030,3154
1030,3603
1030,1286
1032,3761
1032,3045
1032,1882
1032,2333
1032,3508
1032,1783
1032,1652
1032,3157
1035,2149
1039,2152
1042,2245
1045,3712
1050,2869
1050,2727
1053,2907
1057,2078
1057,1390
1057,3712
1059,1721
1063,3546
1067,1206
1067,3491
1070,1096
1075,3016
1075,3514
1075,1954
1075,2025
1075,2892
1077,1085
1078,73
1079,1130
1080,1085
1081,2901
1085,929
1085,3336
1085,3491
1085,2055
1085,2352
1085,2231
1085,3106
1085,1238
1085,3006
1085,2054
1085,73
1085,2406
1085,2430
1085,2653
1085,2208
1085,2892
1085,1723
1089,1767
1089,332
1089,1205
1089,460
1089,2078
1089,2129
1089,3577
1089,1559
1089,1979
1089,2755
1089,1092
1089,3424
1089,3157
1089,2930
1089,1150
1089,2287
1092,3306
1092,2992
1092,1315
1092,3510
1092,3712
1095,2611
1095,3768
1095,3208
1095,2927
1095,3520
1095,1779
1095,3678
1095,73
1095,2431
1095,1723
1095,3700
1095,1124
1095,1051
1095,2397
1096,3131
1096,3416
1096,73
1101,3157
1101,2122
1103,1164
1103,3712
1106,2565
1106,3361
1106,3701
1106,817
1113,1155
1113,2177
1113,2431
1113,2316
1114,2350
1114,3700
1114,1856
1117,910
1118,2078
1118,1164
1118,1771
1118,2603
1118,1295
1119,2065
1119,900
1119,2285
1120,2347
1120,1192
1123,1739
1124,73
1125,2434
1132,2444
1132,1645
1137,2526
1137,2282
1144,3712
1145,3153
1149,3006
1149,3226
1151,3666
1153,1483
1160,56
1160,2330
196,2281
1164,3617
1164,1737
1164,104
1164,2575
1164,1815
1164,2370
1164,2816
1164,1234
1164,3390
1164,3032
1164,2439
1164,1346
1164,3734
1164,2056
1164,1403
1164,2635
1164,3789
1164,1990
1164,2028
1164,1496
1164,1584
1164,1593
1164,2804
1164,3122
1164,2870
1164,144
1170,1227
1173,2896
1173,1372
1173,1877
1174,73
1179,2152
1182,2586
1185,1471
1186,2273
1190,3166
1191,1526
1200,73
1205,3508
1205,2909
1205,166
1205,2911
1205,1751
1206,2059
1212,3143
1212,1224
1212,2742
1212,3236
1213,2370
1213,3789
1217,2128
1217,3233
1224,1994
1224,2087
1228,2078
1228,1525
1228,3712
1228,1295
1232,1787
1232,1564
1238,3329
1258,1358
1258,2078
1261,1318
1261,1507
1261,1629
1266,3637
1272,1564
1275,2352
1279,910
1280,3053
1280,1877
1280,1265
1280,2008
1282,3572
1285,1821
1286,1402
1286,2421
1289,2319
1295,2896
1295,1058
1295,3762
1295,2319
1295,2915
1295,2927
1295,1765
1295,2078
1295,3271
1295,3515
1295,73
1295,1856
1295,2177
1295,3352
1295,2328
1295,3712
1295,2538
1295,3131
1295,2556
1295,846
1297,3153
1297,2431
1297,2078
1297,3226
1307,357
1309,3149
1310,2121
1312,3491
1314,2209
1317,2347
1318,2078
1318,2317
1318,1611
1318,3386
1319,2798
1321,3712
1321,2078
1321,2319
1323,2128
1323,3701
1323,2822
1324,2907
1325,3491
1325,1767
1331,3712
1331,2927
1339,3602
1340,3401
1343,3252
1343,3236
1343,1501
1343,3014
1343,2176
1343,1979
1343,2662
1343,1863
1345,2496
1348,3565
1348,1526
1348,179
1350,3221
1356,2896
1356,73
1356,3712
1358,3620
1358,2614
1358,3014
1358,3363
1358,1418
1358,560
1358,2747
1359,3153
1365,1923
1367,2212
1370,2098
1372,2162
1372,2078
1372,3712
1372,3153
1372,2328
1374,1771
1376,2078
1378,2078
1378,1937
1391,3398
1392,1396
1396,2727
1396,3744
1396,3252
1397,3701
1398,1540
1399,3684
1402,2575
1402,2597
1405,3355
1414,3503
1416,1547
1418,2431
1418,1573
1427,2078
1428,2635
1432,1469
1435,2516
1439,73
1439,2545
1441,1856
1445,2903
1445,2457
1445,1390
1445,910
1445,2078
1445,1443
1445,346
1445,2121
1445,2129
1445,3147
1445,2136
1446,3712
1448,1084
1448,2672
1454,1930
1455,3157
1456,2078
1458,2014
1459,2319
1459,2010
1459,2431
1468,2328
1469,1819
1471,3331
1474,2720
1475,3153
1482,3297
1483,2896
1483,3518
1483,3677
1483,3491
1483,3205
1483,2663
1483,953
1483,2684
1483,3006
1483,2141
1483,2465
1483,2741
1483,2152
1483,2904
1483,3081
1483,1913
1483,1923
1483,88
1483,2538
1483,3712
1483,3161
1485,1501
1486,2078
1486,2683
1486,3056
1486,3712
1490,3067
1501,2483
1501,2078
1501,2885
1502,73
1505,1924
1505,3153
1505,3122
1506,1591
1512,2397
1512,3712
1512,2337
1514,1942
1514,1698
1515,2153
1518,2243
1518,1997
1523,1971
1525,2610
1525,3101
1525,1951
1526,3761
1526,2656
1526,1778
1526,2736
1526,179
1526,353
1526,3325
1526,2567
1526,2836
1526,3133
1526,2205
1529,2078
1532,3179
1532,1003
1533,3042
1540,3470
1543,3599
1543,3016
1543,3466
1544,1877
1544,2282
1544,1923
1544,3712
1544,2281
1545,1578
1547,2078
1547,2997
1549,2872
1555,1893
1558,1407
1559,3712
1563,2078
1564,2308
1575,86
1576,1611
1577,3510
1579,2778
1580,2078
1586,1853
1586,3491
1591,3641
1591,3445
1599,73
1599,1979
1607,1694
1607,1990
1607,1894
1607,3064
1607,1925
1607,3592
1607,2365
1607,948
1609,3153
1611,3549
1611,2125
1611,3492
1615,3252
1616,2078
1618,3658
1618,2281
1619,603
1619,2281
1621,493
1629,3712
1632,2984
1632,166
1632,1938
1638,2810
1638,3712
1639,73
1640,2337
1640,2872
1640,3466
1644,1775
1645,2444
1645,2494
1645,1994
1645,2742
1647,2907
1647,1786
1654,929
1655,3398
1655,179
1655,1672
1659,3179
1659,3313
1661,2755
1672,3153
1676,3665
1677,2035
1677,3712
1677,2431
1678,3220
1681,3045
1681,1752
1686,1865
1686,1923
1686,639
1686,2078
1686,2755
1689,2100
1689,2558
1696,2672
1696,3153
1697,2547
1698,2907
1699,1464
1704,1946
1708,88
1709,1084
1723,437
1723,1730
1723,3208
1723,3016
1723,3712
1725,2078
1729,2504
1730,3331
1730,2173
1735,3266
1735,2078
1735,3031
1735,2431
1736,910
1737,2327
1737,3491
1737,2234
1738,3712
1744,3358
1748,2516
1748,3226
1748,3153
1751,2078
1751,239
1751,2353
1751,2811
1753,2432
1757,2078
1759,1979
1762,1990
1762,3625
1762,3648
1762,2056
1762,2352
1762,3601
1762,3451
1762,3288
1765,2275
1765,2431
1767,3483
1767,3491
1767,2431
1767,3006
1768,1774
1768,2512
1769,73
1769,1810
1769,3709
1769,2512
1770,3549
1772,73
1772,2281
1778,73
1780,3228
1783,3045
1784,3190
1785,2281
1786,2105
1786,3542
1787,2837
1787,2960
1796,2812
1801,3712
1804,2078
1810,953
1810,2170
1812,1948
1819,3529
1819,2347
69,2444
1821,3529
1821,3233
1821,2078
1821,3611
1821,1811
1825,73
1826,104
1831,73
1833,2078
1834,3546
1834,3028
1834,3712
1834,1979
1834,2054
1837,694
1837,2078
1841,2451
1841,904
1847,2483
1851,1886
1853,2926
1853,2856
1853,1706
1853,1936
1853,3505
1863,73
1865,239
1865,2078
1865,3135
1867,2420
1867,2078
1867,2635
1868,2397
1868,3712
1874,3416
1876,1924
1876,3153
1876,3712
1877,3515
1880,1631
1881,2129
1881,281
1882,2701
1883,2159
1884,2078
1884,3378
1891,910
1893,2134
1894,3352
1894,2337
1894,3429
1900,2833
1900,56
1900,2442
1913,2343
1914,1204
1922,2635
1923,2400
1923,2396
1923,3335
1923,2779
1923,2786
1923,2810
1923,1803
1923,1652
1923,3228
1923,2281
1923,144
1924,73
1925,3233
1925,2351
1925,2425
1931,2774
1937,2337
1937,2347
1940,2938
1942,2347
1954,3712
1956,1464
1965,2328
1967,3358
1968,2078
1968,3712
1968,3043
1972,2538
1976,3624
1976,2590
1980,3466
1982,1811
1987,1503
1987,3122
1988,690
1988,2675
1988,2152
1989,3491
1994,2444
2004,694
2006,3712
2006,3153
2010,910
2023,2864
2024,2281
2024,2755
2024,2171
2031,3424
2035,3224
2035,2116
2035,2261
2035,3508
2035,88
2035,2281
2036,2387
2043,3106
2043,2129
2043,3021
2045,2718
2045,3308
2045,1811
2049,2677
2049,3452
2054,3194
2054,2915
2054,2282
2054,2471
2054,3028
2055,2078
2055,3712
2056,2547
2056,1949
2056,2635
2056,3153
2067,3763
2069,2209
2073,2773
2074,3028
2078,2321
2078,2425
2078,2483
2078,2504
2078,2556
2078,1852
2078,2021
2078,2683
2078,3535
2078,2277
2078,3591
2078,2742
2078,2747
2078,2749
2078,2782
2078,2799
2078,2809
2078,2854
2078,3746
2078,3720
2078,3579
2078,2953
2078,2808
2078,3007
2078,3014
2078,3028
2078,3059
2078,3062
2078,3113
2078,3135
2078,3151
2078,3157
2078,3180
2078,730
2078,3236
2078,1130
2078,3336
2078,3637
2078,2601
2078,3390
2078,3416
2078,3424
2078,3427
2078,3430
2078,1498
2078,144
2078,3446
2078,3447
2078,2816
2078,2007
2078,3071
2078,3620
2078,3700
2078,2003
2078,1617
2078,560
2078,2117
2078,2198
2078,2995
2078,1679
2078,2722
2078,2221
2078,3385
2078,2001
2078,2219
2078,2637
2078,2431
2078,3218
2078,2090
2078,2107
2078,3477
2078,3515
2078,2281
2078,3755
2078,2171
2078,2193
2078,3545
2078,2284
2078,2285
2080,88
2080,2300
2081,94
2084,3747
2084,2270
2084,3510
2084,2273
2095,3712
2096,3546
2096,3510
2096,3634
2096,910
2096,3724
2103,56
2114,3124
2115,3312
2118,3367
2119,2428
2119,2328
2120,2252
2121,2905
2121,1815
2125,73
2128,3314
2129,1732
2129,3778
2129,2810
2129,107
2129,3405
2129,3416
2129,3427
2129,2281
2130,2389
2134,3356
2139,3174
2139,3153
2152,2314
2152,2931
2152,953
2152,1652
2152,2978
2152,3148
2152,2435
2152,2450
2152,3340
2152,3637
2152,2465
2152,3250
2152,3405
2152,3784
2152,2281
2152,2872
2156,524
2158,675
2162,2750
2163,3757
2166,3235
2169,2252
2170,953
2170,2684
2177,2808
2180,1866
2184,3546
2184,3007
2184,3712
2190,2653
2190,2300
2191,3546
2191,3712
2191,2371
2193,2431
2201,3508
2201,3045
2203,2713
2205,3520
2205,3402
2205,3712
2209,2880
2212,73
2223,2281
2231,3712
2231,3637
2231,2561
2231,2954
2231,1979
2235,3712
2236,1856
2237,3329
2240,2992
2241,3491
2251,1562
2255,3300
2262,1134
2263,2282
2267,137
2270,3042
2270,2634
2270,2984
2270,2347
2273,2755
2273,3355
2273,3136
2273,2281
2273,3139
2273,3335
2273,1443
2275,2972
2275,3264
2275,2780
2275,3438
2275,2426
2275,3671
2277,3416
2277,3712
2280,3505
2281,2896
2281,2907
2281,2400
2281,1259
2281,2433
2281,2927
2281,73
2281,3483
2281,3712
2281,3031
2281,1856
2281,2479
2281,3596
2281,3076
2281,2431
2281,3624
2281,3508
2281,3470
2281,3747
2281,3169
2281,2635
2281,3228
2281,2729
2281,3767
2281,2778
2281,2176
2281,3131
2281,3658
2281,2856
2281,2282
2281,3153
2281,2347
2281,144
2282,3778
2282,1679
2282,3515
2282,2954
2282,3236
2282,3474
2282,3546
2282,3122
2282,2409
2282,73
2284,3508
2284,3637
2284,3515
2284,3712
2285,2979
2285,3174
2285,828
2286,3153
2286,73
2298,2364
2298,3327
2299,3701
2305,2556
2307,3712
2307,1656
2307,3306
2308,2872
2308,2330
389,2300
2314,3475
2314,2607
2317,3510
2317,3764
2317,2872
2319,3345
2319,1755
2319,3375
2319,3306
2319,2683
2319,3515
2319,3157
2319,2720
2319,3309
2323,73
2325,3491
2326,3751
2327,3712
2333,2347
2333,2397
2333,3160
2337,2431
2350,437
2352,1172
2352,3678
2358,3053
2359,1464
2359,3233
2366,2647
2367,2755
2370,184
2370,2979
2370,3226
2378,2660
2381,3053
2392,73
2396,73
2397,3474
2397,3515
2397,3427
2397,3432
2397,3157
2397,144
2400,2472
2402,2420
2402,2436
2409,1852
2410,2907
2410,86
2410,3637
2420,2451
2420,2575
2420,3122
2420,3703
2420,3463
2420,3451
2420,2737
2421,2989
2421,2575
2423,1315
2424,639
2425,1852
2425,3712
2426,3597
2430,3546
2430,73
2430,2590
2442,1084
2442,2669
2442,1464
2442,2347
2442,3002
2442,694
2442,3153
2442,2907
2443,3280
2444,2742
2447,73
2448,2431
2451,2483
2453,2536
2456,73
2456,3761
2461,1898
2463,2300
2465,1617
2469,2683
2470,3355
2472,2953
2472,3607
2475,3709
2481,73
2482,3590
2483,1949
2483,2549
2483,2881
2483,3464
2488,953
2491,3701
2494,2566
2494,2742
2496,2867
2497,2589
2497,1745
2498,2635
2498,2603
2504,3351
2504,3655
2504,1017
2504,3288
2506,3792
2506,1745
2510,73
2510,3517
2511,3241
2526,3106
2526,2431
2536,1390
2537,3712
2538,3237
2538,3550
2538,3187
2538,2662
2541,73
2545,3752
2545,2101
2551,1003
2552,56
2556,3045
2556,2915
2556,902
2556,3712
2558,3153
2560,2969
2561,3642
2561,3239
2561,2837
2561,1464
2561,2872
2561,702
2561,3163
2567,3761
2574,904
2579,1265
2579,1550
2582,3625
2583,910
2587,3295
2590,73
2591,929
2608,2102
2608,3235
2610,2836
2611,73
437,3213
2628,73
2629,3368
2635,2918
2635,1764
2635,3015
2635,3032
2635,2194
2635,94
2635,3789
2635,3690
2635,2547
2635,2575
2635,3048
2635,3157
2635,3373
2635,3179
2635,3414
2635,184
2635,904
2635,714
2655,73
2663,2684
2663,3081
2663,3250
2669,2431
2669,78
2672,2439
2672,3789
2672,3169
2672,3712
2672,73
2674,3241
2675,690
2677,3625
2690,3447
2694,19
2694,1537
2701,3053
2701,3251
2701,2767
2701,2178
2702,3045
2702,3700
2702,2431
2704,2252
2706,1195
2706,3084
2706,2328
2711,56
2714,2104
2714,3236
2729,3680
2742,2939
2742,2328
2742,3712
2743,2300
2745,2431
2750,3556
2751,2723
2755,3103
2755,2878
2755,3443
2768,3153
2771,2837
2774,1084
2774,3351
2779,3510
2780,3712
2780,2431
2782,3712
2782,2300
2788,3724
2792,3712
2794,3632
2805,3064
2805,2178
2806,3546
2806,1951
2806,73
2806,3712
2808,3187
2808,3031
2810,2431
2811,3031
2812,3712
2815,3153
2821,3707
2825,3568
2835,73
2835,1979
2836,86
2837,1631
2837,3583
2837,3712
2838,2896
2838,3401
2838,3581
2840,3491
2840,3712
2845,3712
2854,3712
2856,910
2857,3352
2861,3712
2861,2979
2864,3214
2864,2984
2871,3165
2872,1460
2872,3143
2872,2495
2872,3767
2872,791
2883,73
2883,3031
2883,1315
2886,1084
2896,3763
2896,3308
2900,3153
2906,2219
2907,3042
2907,3724
2907,166
2907,2995
2909,3053
2909,3179
2909,2439
2909,3637
2912,3522
2919,3712
2923,3596
2925,144
2927,3711
2927,73
2927,2738
2931,2654
2933,1461
2938,3256
2939,73
2939,1856
2941,88
2948,1443
2952,2182
2952,3712
2953,2328
2954,1979
2965,3193
2967,3446
2967,2991
2969,1588
2969,1316
2969,2653
2969,929
2982,2489
2984,3053
2984,2347
2997,910
3000,3032
3006,2516
3006,3153
3007,3306
3007,3712
3007,3352
3011,3712
3014,773
3014,3356
3016,1126
3016,3701
3016,2025
3016,1979
3021,2377
3021,1979
3022,1443
3028,3595
3028,3637
3030,3757
3030,1443
3031,2904
3031,3540
3031,1811
3031,3726
3031,3368
3032,3153
3032,2603
3042,2347
3043,3637
3045,1443
3045,3712
3053,2347
3054,3712
3056,3424
3059,2431
3059,3712
3064,73
3067,3485
3070,3378
3070,3496
3075,2347
3081,3518
3081,953
3084,3235
3086,1409
3087,543
3092,3479
3097,3724
3098,1407
3098,1856
3099,3510
3106,3329
3108,3233
3113,73
3113,3712
3121,3208
3122,773
3122,1503
3131,1187
3131,2431
3132,3193
3140,2547
3142,56
3143,3210
3148,1407
3151,2431
3153,3508
3153,2575
3153,3522
3153,2816
3153,2516
3153,845
3153,2439
3153,2145
3153,1530
3153,3756
3153,3789
3153,25
3153,73
3153,538
3153,1100
3153,3712
3153,2194
3153,3183
3153,2979
3153,3226
3153,2219
3153,3414
3153,3436
3153,3447
3157,2725
3157,3712
3157,1979
3157,73
3161,1617
3165,3193
3169,3508
3169,3637
3172,1498
3177,3762
3187,73
3187,3792
3193,1265
3195,639
3196,3502
3205,2431
3206,3672
3225,1856
3226,2516
3226,2439
3226,3436
3228,2431
3233,3712
3234,3356
3236,1856
3236,73
3236,2431
3241,3625
3241,904
3252,3596
3255,2176
3255,3712
3284,343
3284,3712
3301,3723
3304,179
3306,3779
3306,1691
3317,73
3317,2297
3331,3777
3331,3208
3336,3747
3351,3491
3351,3502
3351,3749
3352,2328
3352,3093
3352,3712
3368,3370
3370,2347
3374,3491
3374,2252
3375,901
3376,818
3378,3655
3378,2605
3378,2816
3378,2575
3380,2300
3388,73
3390,346
3396,2110
3397,3625
3398,3749
3401,3632
3414,3712
3417,1911
3417,1126
3418,3763
3424,2431
3426,3491
3427,3712
3429,3471
3434,1265
3434,3135
3435,56
3436,2347
3436,2516
3440,239
3440,1498
3446,73
3446,3712
3446,2013
3447,1800
3447,253
3447,3712
3449,3507
3451,2881
3451,3502
3458,3712
3464,73
3475,3579
3487,3502
3491,2391
3491,3698
3491,3734
3502,3625
3502,3128
3508,1852
3508,73
3509,73
3510,421
3510,3607
3520,2495
3531,3748
3534,2653
3534,929
3544,2564
3546,3763
3546,3787
3546,2021
3546,3649
3546,3712
3547,3416
3554,1660
3565,179
3572,73
3597,1692
3602,2803
3602,3687
3603,3749
3620,73
3623,73
3625,3128
3632,2300
3645,56
3649,73
3649,2176
3650,73
3651,2104
3658,332
3678,1949
3678,1852
3678,3712
1742,3453
3693,3712
3700,3160
3700,3072
3701,2471
3701,3166
3703,3162
3711,73
3715,3763
3721,3637
3721,1409
3722,73
3744,73
3744,253
3747,3637
3747,19
3750,2300
3762,1852
3762,477
3763,3712
3776,73
3776,1949
3787,3712
3789,3712
3790,3712
3792,3749
144,73
773,73
773,1503
3335,73
3335,694
902,73
25,3712
73,3490
73,2603
73,573
73,1385
73,356
73,2021
73,2725
73,524
73,1691
73,2915
73,1979
73,2001
73,3596
73,2979
73,3119
73,953
73,3474
73,2544
73,966
73,2618
179,820
904,2979
910,260
910,3135
1003,356
1187,1298
1979,2471
2001,3712
2083,3724
1856,2816
1856,1058
2182,2431
2269,2618
2431,184
2431,2683
2431,1537
2431,2844
2516,2439
2970,3712
3119,725
3637,86
3671,2607
1617,929
1691,2328
1084,81
1084,2816
2653,929
2653,2300
1745,1326
1811,1316
332,3712
1800,573
3179,2159
2683,2079
2915,3712
2079,1130
235,2347
86,470
86,2601
239,1265
929,2300
929,725
1693,1464
3135,1265
1949,1908
1949,3712
2167,343
2302,2603
2573,3405
2573,2390
2573,2300
3160,691
3160,3712
56,2935
1265,421
1265,166
1265,3724
3405,2300
3441,1464
2159,2816
1464,3685
1464,691
1464,559
1464,3712
1464,787
1407,953
2844,953
2390,2300
1316,1588
1326,3712
2194,3712
2328,3712
2348,2521
